"","state_to","state_from","net_flow","year","st_to","st_from"
"5552","Colorado","District of Columbia",552,2009,"CO","DC"
"5553","Florida","Colorado",3208,2009,"FL","CO"
"5554","Colorado","Georgia",578,2009,"CO","GA"
"5555","Colorado","Hawaii",882,2009,"CO","HI"
"5556","Colorado","Idaho",112,2009,"CO","ID"
"5557","Colorado","Illinois",988,2009,"CO","IL"
"5558","Colorado","Indiana",2721,2009,"CO","IN"
"5559","Colorado","Iowa",161,2009,"CO","IA"
"5560","Kansas","Colorado",297,2009,"KS","CO"
"5561","Kentucky","Colorado",627,2009,"KY","CO"
"5562","Colorado","Louisiana",701,2009,"CO","LA"
"5563","Colorado","Maine",95,2009,"CO","ME"
"5564","Colorado","Maryland",662,2009,"CO","MD"
"5565","Colorado","Massachusetts",427,2009,"CO","MA"
"5566","Colorado","Michigan",4078,2009,"CO","MI"
"5567","Colorado","Minnesota",2068,2009,"CO","MN"
"5568","Colorado","Mississippi",367,2009,"CO","MS"
"5569","Colorado","Missouri",1334,2009,"CO","MO"
"5570","Montana","Colorado",684,2009,"MT","CO"
"5571","Colorado","Nebraska",1725,2009,"CO","NE"
"5572","Colorado","Nevada",3027,2009,"CO","NV"
"5573","Colorado","New Hampshire",54,2009,"CO","NH"
"5574","Colorado","New Jersey",1016,2009,"CO","NJ"
"5575","Colorado","New Mexico",4769,2009,"CO","NM"
"5576","Colorado","New York",949,2009,"CO","NY"
"5577","Colorado","North Carolina",1587,2009,"CO","NC"
"5578","North Dakota","Colorado",241,2009,"ND","CO"
"5579","Colorado","Ohio",528,2009,"CO","OH"
"5580","Oklahoma","Colorado",179,2009,"OK","CO"
"5581","Oregon","Colorado",309,2009,"OR","CO"
"5582","Pennsylvania","Colorado",620,2009,"PA","CO"
"5583","Puerto Rico","Colorado",200,2009,"PR","CO"
"5584","Colorado","Rhode Island",449,2009,"CO","RI"
"5585","Colorado","South Carolina",465,2009,"CO","SC"
"5586","Colorado","South Dakota",10,2009,"CO","SD"
"5587","Colorado","Tennessee",27,2009,"CO","TN"
"5588","Texas","Colorado",534,2009,"TX","CO"
"5589","Utah","Colorado",1717,2009,"UT","CO"
"5590","Vermont","Colorado",476,2009,"VT","CO"
"5591","Colorado","Virginia",465,2009,"CO","VA"
"5592","Washington","Colorado",649,2009,"WA","CO"
"5593","West Virginia","Colorado",297,2009,"WV","CO"
"5594","Colorado","Wisconsin",184,2009,"CO","WI"
"5595","Colorado","Wyoming",994,2009,"CO","WY"
"5596","Delaware","Connecticut",400,2009,"DE","CT"
"5597","District of Columbia","Connecticut",49,2009,"DC","CT"
"5598","Florida","Connecticut",3759,2009,"FL","CT"
"5599","Georgia","Connecticut",1129,2009,"GA","CT"
"5600","Connecticut","Hawaii",70,2009,"CT","HI"
"5601","Idaho","Connecticut",474,2009,"ID","CT"
"5602","Connecticut","Illinois",571,2009,"CT","IL"
"5603","Connecticut","Indiana",183,2009,"CT","IN"
"5604","Iowa","Connecticut",1059,2009,"IA","CT"
"5605","Connecticut","Kansas",766,2009,"CT","KS"
"5606","Connecticut","Kentucky",279,2009,"CT","KY"
"5607","Connecticut","Louisiana",80,2009,"CT","LA"
"5608","Maine","Connecticut",1160,2009,"ME","CT"
"5609","Maryland","Connecticut",99,2009,"MD","CT"
"5610","Massachusetts","Connecticut",2976,2009,"MA","CT"
"5611","Michigan","Connecticut",25,2009,"MI","CT"
"5612","Minnesota","Connecticut",837,2009,"MN","CT"
"5613","Mississippi","Connecticut",477,2009,"MS","CT"
"5614","Missouri","Connecticut",607,2009,"MO","CT"
"5615","Connecticut","Montana",36,2009,"CT","MT"
"5616","Nebraska","Connecticut",288,2009,"NE","CT"
"5617","Nevada","Connecticut",233,2009,"NV","CT"
"5618","Connecticut","New Hampshire",819,2009,"CT","NH"
"5619","New Jersey","Connecticut",1928,2009,"NJ","CT"
"5620","Connecticut","New Mexico",78,2009,"CT","NM"
"5621","Connecticut","New York",6791,2009,"CT","NY"
"5622","North Carolina","Connecticut",3243,2009,"NC","CT"
"5623","North Dakota","Connecticut",84,2009,"ND","CT"
"5624","Connecticut","Ohio",294,2009,"CT","OH"
"5625","Connecticut","Oklahoma",125,2009,"CT","OK"
"5626","Oregon","Connecticut",626,2009,"OR","CT"
"5627","Pennsylvania","Connecticut",1753,2009,"PA","CT"
"5628","Connecticut","Puerto Rico",3744,2009,"CT","PR"
"5629","Rhode Island","Connecticut",927,2009,"RI","CT"
"5630","South Carolina","Connecticut",2094,2009,"SC","CT"
"5631","South Dakota","Connecticut",11,2009,"SD","CT"
"5632","Connecticut","Tennessee",33,2009,"CT","TN"
"5633","Texas","Connecticut",979,2009,"TX","CT"
"5634","Connecticut","Utah",307,2009,"CT","UT"
"5635","Vermont","Connecticut",322,2009,"VT","CT"
"5636","Virginia","Connecticut",2852,2009,"VA","CT"
"5637","Connecticut","Washington",29,2009,"CT","WA"
"5638","Connecticut","West Virginia",0,2009,"CT","WV"
"5639","Wisconsin","Connecticut",497,2009,"WI","CT"
"5640","Connecticut","Wyoming",205,2009,"CT","WY"
"5641","District of Columbia","Delaware",489,2009,"DC","DE"
"5642","Florida","Delaware",2036,2009,"FL","DE"
"5643","Delaware","Georgia",134,2009,"DE","GA"
"5644","Hawaii","Delaware",139,2009,"HI","DE"
"5645","Delaware","Idaho",0,2009,"DE","ID"
"5646","Illinois","Delaware",25,2009,"IL","DE"
"5647","Indiana","Delaware",25,2009,"IN","DE"
"5648","Iowa","Delaware",85,2009,"IA","DE"
"5649","Delaware","Kansas",48,2009,"DE","KS"
"5650","Kentucky","Delaware",137,2009,"KY","DE"
"5651","Louisiana","Delaware",84,2009,"LA","DE"
"5652","Delaware","Maine",23,2009,"DE","ME"
"5653","Delaware","Maryland",638,2009,"DE","MD"
"5654","Delaware","Massachusetts",1747,2009,"DE","MA"
"5655","Michigan","Delaware",66,2009,"MI","DE"
"5656","Delaware","Minnesota",0,2009,"DE","MN"
"5657","Mississippi","Delaware",89,2009,"MS","DE"
"5658","Missouri","Delaware",82,2009,"MO","DE"
"5659","Delaware","Montana",0,2009,"DE","MT"
"5660","Nebraska","Delaware",19,2009,"NE","DE"
"5661","Delaware","Nevada",0,2009,"DE","NV"
"5662","Delaware","New Hampshire",273,2009,"DE","NH"
"5663","Delaware","New Jersey",1158,2009,"DE","NJ"
"5664","Delaware","New Mexico",5,2009,"DE","NM"
"5665","Delaware","New York",2458,2009,"DE","NY"
"5666","North Carolina","Delaware",1573,2009,"NC","DE"
"5667","Delaware","North Dakota",0,2009,"DE","ND"
"5668","Delaware","Ohio",261,2009,"DE","OH"
"5669","Oklahoma","Delaware",43,2009,"OK","DE"
"5670","Delaware","Oregon",55,2009,"DE","OR"
"5671","Delaware","Pennsylvania",3263,2009,"DE","PA"
"5672","Delaware","Puerto Rico",206,2009,"DE","PR"
"5673","Rhode Island","Delaware",19,2009,"RI","DE"
"5674","South Carolina","Delaware",561,2009,"SC","DE"
"5675","Delaware","South Dakota",59,2009,"DE","SD"
"5676","Tennessee","Delaware",118,2009,"TN","DE"
"5677","Texas","Delaware",1467,2009,"TX","DE"
"5678","Utah","Delaware",4,2009,"UT","DE"
"5679","Delaware","Vermont",0,2009,"DE","VT"
"5680","Delaware","Virginia",1979,2009,"DE","VA"
"5681","Washington","Delaware",97,2009,"WA","DE"
"5682","West Virginia","Delaware",153,2009,"WV","DE"
"5683","Wisconsin","Delaware",66,2009,"WI","DE"
"5684","Delaware","Wyoming",0,2009,"DE","WY"
"5685","District of Columbia","Florida",731,2009,"DC","FL"
"5686","District of Columbia","Georgia",249,2009,"DC","GA"
"5687","Hawaii","District of Columbia",69,2009,"HI","DC"
"5688","District of Columbia","Idaho",0,2009,"DC","ID"
"5689","District of Columbia","Illinois",129,2009,"DC","IL"
"5690","Indiana","District of Columbia",179,2009,"IN","DC"
"5691","Iowa","District of Columbia",275,2009,"IA","DC"
"5692","District of Columbia","Kansas",21,2009,"DC","KS"
"5693","Kentucky","District of Columbia",63,2009,"KY","DC"
"5694","Louisiana","District of Columbia",165,2009,"LA","DC"
"5695","District of Columbia","Maine",390,2009,"DC","ME"
"5696","Maryland","District of Columbia",11229,2009,"MD","DC"
"5697","Massachusetts","District of Columbia",642,2009,"MA","DC"
"5698","District of Columbia","Michigan",203,2009,"DC","MI"
"5699","District of Columbia","Minnesota",56,2009,"DC","MN"
"5700","Mississippi","District of Columbia",44,2009,"MS","DC"
"5701","Missouri","District of Columbia",295,2009,"MO","DC"
"5702","District of Columbia","Montana",66,2009,"DC","MT"
"5703","Nebraska","District of Columbia",12,2009,"NE","DC"
"5704","Nevada","District of Columbia",20,2009,"NV","DC"
"5705","District of Columbia","New Hampshire",72,2009,"DC","NH"
"5706","District of Columbia","New Jersey",372,2009,"DC","NJ"
"5707","New Mexico","District of Columbia",366,2009,"NM","DC"
"5708","District of Columbia","New York",74,2009,"DC","NY"
"5709","North Carolina","District of Columbia",378,2009,"NC","DC"
"5710","District of Columbia","North Dakota",0,2009,"DC","ND"
"5711","District of Columbia","Ohio",155,2009,"DC","OH"
"5712","Oklahoma","District of Columbia",30,2009,"OK","DC"
"5713","District of Columbia","Oregon",2,2009,"DC","OR"
"5714","Pennsylvania","District of Columbia",448,2009,"PA","DC"
"5715","District of Columbia","Puerto Rico",147,2009,"DC","PR"
"5716","Rhode Island","District of Columbia",39,2009,"RI","DC"
"5717","District of Columbia","South Carolina",15,2009,"DC","SC"
"5718","District of Columbia","South Dakota",58,2009,"DC","SD"
"5719","Tennessee","District of Columbia",532,2009,"TN","DC"
"5720","Texas","District of Columbia",479,2009,"TX","DC"
"5721","Utah","District of Columbia",178,2009,"UT","DC"
"5722","District of Columbia","Vermont",9,2009,"DC","VT"
"5723","Virginia","District of Columbia",2444,2009,"VA","DC"
"5724","Washington","District of Columbia",57,2009,"WA","DC"
"5725","West Virginia","District of Columbia",21,2009,"WV","DC"
"5726","District of Columbia","Wisconsin",344,2009,"DC","WI"
"5727","District of Columbia","Wyoming",54,2009,"DC","WY"
"5728","Georgia","Florida",9335,2009,"GA","FL"
"5729","Hawaii","Florida",1377,2009,"HI","FL"
"5730","Idaho","Florida",1562,2009,"ID","FL"
"5731","Florida","Illinois",1010,2009,"FL","IL"
"5732","Florida","Indiana",6785,2009,"FL","IN"
"5733","Florida","Iowa",606,2009,"FL","IA"
"5734","Kansas","Florida",784,2009,"KS","FL"
"5735","Kentucky","Florida",939,2009,"KY","FL"
"5736","Louisiana","Florida",4273,2009,"LA","FL"
"5737","Florida","Maine",2954,2009,"FL","ME"
"5738","Maryland","Florida",4355,2009,"MD","FL"
"5739","Massachusetts","Florida",795,2009,"MA","FL"
"5740","Florida","Michigan",7121,2009,"FL","MI"
"5741","Florida","Minnesota",1911,2009,"FL","MN"
"5742","Mississippi","Florida",707,2009,"MS","FL"
"5743","Florida","Missouri",11,2009,"FL","MO"
"5744","Montana","Florida",1439,2009,"MT","FL"
"5745","Nebraska","Florida",2802,2009,"NE","FL"
"5746","Nevada","Florida",2057,2009,"NV","FL"
"5747","Florida","New Hampshire",4052,2009,"FL","NH"
"5748","Florida","New Jersey",1739,2009,"FL","NJ"
"5749","New Mexico","Florida",235,2009,"NM","FL"
"5750","Florida","New York",22607,2009,"FL","NY"
"5751","Florida","North Carolina",671,2009,"FL","NC"
"5752","North Dakota","Florida",405,2009,"ND","FL"
"5753","Florida","Ohio",7705,2009,"FL","OH"
"5754","Oklahoma","Florida",1662,2009,"OK","FL"
"5755","Oregon","Florida",542,2009,"OR","FL"
"5756","Florida","Pennsylvania",6315,2009,"FL","PA"
"5757","Florida","Puerto Rico",3180,2009,"FL","PR"
"5758","Florida","Rhode Island",1397,2009,"FL","RI"
"5759","South Carolina","Florida",2085,2009,"SC","FL"
"5760","South Dakota","Florida",81,2009,"SD","FL"
"5761","Tennessee","Florida",2294,2009,"TN","FL"
"5762","Texas","Florida",18470,2009,"TX","FL"
"5763","Utah","Florida",89,2009,"UT","FL"
"5764","Florida","Vermont",516,2009,"FL","VT"
"5765","Florida","Virginia",1275,2009,"FL","VA"
"5766","Florida","Washington",1561,2009,"FL","WA"
"5767","West Virginia","Florida",310,2009,"WV","FL"
"5768","Florida","Wisconsin",1721,2009,"FL","WI"
"5769","Wyoming","Florida",434,2009,"WY","FL"
"5770","Hawaii","Georgia",205,2009,"HI","GA"
"5771","Georgia","Idaho",173,2009,"GA","ID"
"5772","Georgia","Illinois",3170,2009,"GA","IL"
"5773","Georgia","Indiana",4310,2009,"GA","IN"
"5774","Iowa","Georgia",450,2009,"IA","GA"
"5775","Kansas","Georgia",1498,2009,"KS","GA"
"5776","Georgia","Kentucky",2326,2009,"GA","KY"
"5777","Louisiana","Georgia",1252,2009,"LA","GA"
"5778","Maine","Georgia",426,2009,"ME","GA"
"5779","Georgia","Maryland",2790,2009,"GA","MD"
"5780","Georgia","Massachusetts",2573,2009,"GA","MA"
"5781","Georgia","Michigan",6311,2009,"GA","MI"
"5782","Minnesota","Georgia",269,2009,"MN","GA"
"5783","Mississippi","Georgia",280,2009,"MS","GA"
"5784","Missouri","Georgia",633,2009,"MO","GA"
"5785","Georgia","Montana",50,2009,"GA","MT"
"5786","Nebraska","Georgia",530,2009,"NE","GA"
"5787","Georgia","Nevada",543,2009,"GA","NV"
"5788","New Hampshire","Georgia",194,2009,"NH","GA"
"5789","Georgia","New Jersey",57,2009,"GA","NJ"
"5790","New Mexico","Georgia",959,2009,"NM","GA"
"5791","Georgia","New York",4388,2009,"GA","NY"
"5792","North Carolina","Georgia",163,2009,"NC","GA"
"5793","North Dakota","Georgia",35,2009,"ND","GA"
"5794","Georgia","Ohio",6490,2009,"GA","OH"
"5795","Oklahoma","Georgia",1029,2009,"OK","GA"
"5796","Georgia","Oregon",2929,2009,"GA","OR"
"5797","Georgia","Pennsylvania",347,2009,"GA","PA"
"5798","Georgia","Puerto Rico",1507,2009,"GA","PR"
"5799","Rhode Island","Georgia",464,2009,"RI","GA"
"5800","South Carolina","Georgia",4458,2009,"SC","GA"
"5801","Georgia","South Dakota",178,2009,"GA","SD"
"5802","Tennessee","Georgia",1796,2009,"TN","GA"
"5803","Texas","Georgia",3023,2009,"TX","GA"
"5804","Utah","Georgia",1009,2009,"UT","GA"
"5805","Georgia","Vermont",146,2009,"GA","VT"
"5806","Georgia","Virginia",2104,2009,"GA","VA"
"5807","Washington","Georgia",1907,2009,"WA","GA"
"5808","West Virginia","Georgia",687,2009,"WV","GA"
"5809","Wisconsin","Georgia",444,2009,"WI","GA"
"5810","Georgia","Wyoming",600,2009,"GA","WY"
"5811","Hawaii","Idaho",176,2009,"HI","ID"
"5812","Illinois","Hawaii",880,2009,"IL","HI"
"5813","Indiana","Hawaii",356,2009,"IN","HI"
"5814","Iowa","Hawaii",246,2009,"IA","HI"
"5815","Kansas","Hawaii",546,2009,"KS","HI"
"5816","Hawaii","Kentucky",468,2009,"HI","KY"
"5817","Louisiana","Hawaii",40,2009,"LA","HI"
"5818","Hawaii","Maine",193,2009,"HI","ME"
"5819","Maryland","Hawaii",500,2009,"MD","HI"
"5820","Massachusetts","Hawaii",746,2009,"MA","HI"
"5821","Hawaii","Michigan",2298,2009,"HI","MI"
"5822","Hawaii","Minnesota",302,2009,"HI","MN"
"5823","Mississippi","Hawaii",103,2009,"MS","HI"
"5824","Missouri","Hawaii",907,2009,"MO","HI"
"5825","Hawaii","Montana",665,2009,"HI","MT"
"5826","Nebraska","Hawaii",68,2009,"NE","HI"
"5827","Nevada","Hawaii",1410,2009,"NV","HI"
"5828","Hawaii","New Hampshire",170,2009,"HI","NH"
"5829","Hawaii","New Jersey",64,2009,"HI","NJ"
"5830","Hawaii","New Mexico",371,2009,"HI","NM"
"5831","Hawaii","New York",711,2009,"HI","NY"
"5832","Hawaii","North Carolina",701,2009,"HI","NC"
"5833","Hawaii","North Dakota",0,2009,"HI","ND"
"5834","Ohio","Hawaii",346,2009,"OH","HI"
"5835","Hawaii","Oklahoma",490,2009,"HI","OK"
"5836","Oregon","Hawaii",1763,2009,"OR","HI"
"5837","Pennsylvania","Hawaii",369,2009,"PA","HI"
"5838","Hawaii","Puerto Rico",0,2009,"HI","PR"
"5839","Hawaii","Rhode Island",6,2009,"HI","RI"
"5840","South Carolina","Hawaii",397,2009,"SC","HI"
"5841","Hawaii","South Dakota",224,2009,"HI","SD"
"5842","Tennessee","Hawaii",1203,2009,"TN","HI"
"5843","Texas","Hawaii",3827,2009,"TX","HI"
"5844","Utah","Hawaii",1051,2009,"UT","HI"
"5845","Hawaii","Vermont",125,2009,"HI","VT"
"5846","Virginia","Hawaii",1381,2009,"VA","HI"
"5847","Hawaii","Washington",674,2009,"HI","WA"
"5848","West Virginia","Hawaii",170,2009,"WV","HI"
"5849","Wisconsin","Hawaii",276,2009,"WI","HI"
"5850","Wyoming","Hawaii",159,2009,"WY","HI"
"5851","Illinois","Idaho",363,2009,"IL","ID"
"5852","Indiana","Idaho",1075,2009,"IN","ID"
"5853","Idaho","Iowa",28,2009,"ID","IA"
"5854","Idaho","Kansas",200,2009,"ID","KS"
"5855","Kentucky","Idaho",55,2009,"KY","ID"
"5856","Louisiana","Idaho",869,2009,"LA","ID"
"5857","Idaho","Maine",358,2009,"ID","ME"
"5858","Maryland","Idaho",703,2009,"MD","ID"
"5859","Idaho","Massachusetts",30,2009,"ID","MA"
"5860","Idaho","Michigan",81,2009,"ID","MI"
"5861","Idaho","Minnesota",348,2009,"ID","MN"
"5862","Idaho","Mississippi",27,2009,"ID","MS"
"5863","Missouri","Idaho",30,2009,"MO","ID"
"5864","Idaho","Montana",97,2009,"ID","MT"
"5865","Idaho","Nebraska",0,2009,"ID","NE"
"5866","Nevada","Idaho",212,2009,"NV","ID"
"5867","Idaho","New Hampshire",0,2009,"ID","NH"
"5868","Idaho","New Jersey",80,2009,"ID","NJ"
"5869","Idaho","New Mexico",321,2009,"ID","NM"
"5870","New York","Idaho",339,2009,"NY","ID"
"5871","Idaho","North Carolina",802,2009,"ID","NC"
"5872","North Dakota","Idaho",30,2009,"ND","ID"
"5873","Ohio","Idaho",379,2009,"OH","ID"
"5874","Idaho","Oklahoma",246,2009,"ID","OK"
"5875","Oregon","Idaho",2583,2009,"OR","ID"
"5876","Pennsylvania","Idaho",582,2009,"PA","ID"
"5877","Idaho","Puerto Rico",80,2009,"ID","PR"
"5878","Rhode Island","Idaho",22,2009,"RI","ID"
"5879","South Carolina","Idaho",479,2009,"SC","ID"
"5880","Idaho","South Dakota",105,2009,"ID","SD"
"5881","Tennessee","Idaho",783,2009,"TN","ID"
"5882","Texas","Idaho",559,2009,"TX","ID"
"5883","Utah","Idaho",3315,2009,"UT","ID"
"5884","Vermont","Idaho",26,2009,"VT","ID"
"5885","Virginia","Idaho",111,2009,"VA","ID"
"5886","Idaho","Washington",3778,2009,"ID","WA"
"5887","West Virginia","Idaho",530,2009,"WV","ID"
"5888","Idaho","Wisconsin",143,2009,"ID","WI"
"5889","Idaho","Wyoming",43,2009,"ID","WY"
"5890","Indiana","Illinois",8501,2009,"IN","IL"
"5891","Iowa","Illinois",872,2009,"IA","IL"
"5892","Kansas","Illinois",315,2009,"KS","IL"
"5893","Kentucky","Illinois",740,2009,"KY","IL"
"5894","Illinois","Louisiana",384,2009,"IL","LA"
"5895","Illinois","Maine",5,2009,"IL","ME"
"5896","Maryland","Illinois",1043,2009,"MD","IL"
"5897","Massachusetts","Illinois",2808,2009,"MA","IL"
"5898","Illinois","Michigan",373,2009,"IL","MI"
"5899","Minnesota","Illinois",784,2009,"MN","IL"
"5900","Mississippi","Illinois",3218,2009,"MS","IL"
"5901","Missouri","Illinois",10866,2009,"MO","IL"
"5902","Montana","Illinois",775,2009,"MT","IL"
"5903","Nebraska","Illinois",1298,2009,"NE","IL"
"5904","Illinois","Nevada",34,2009,"IL","NV"
"5905","New Hampshire","Illinois",237,2009,"NH","IL"
"5906","New Jersey","Illinois",216,2009,"NJ","IL"
"5907","New Mexico","Illinois",799,2009,"NM","IL"
"5908","Illinois","New York",2280,2009,"IL","NY"
"5909","North Carolina","Illinois",278,2009,"NC","IL"
"5910","North Dakota","Illinois",6,2009,"ND","IL"
"5911","Illinois","Ohio",44,2009,"IL","OH"
"5912","Oklahoma","Illinois",510,2009,"OK","IL"
"5913","Oregon","Illinois",1051,2009,"OR","IL"
"5914","Illinois","Pennsylvania",632,2009,"IL","PA"
"5915","Puerto Rico","Illinois",137,2009,"PR","IL"
"5916","Illinois","Rhode Island",663,2009,"IL","RI"
"5917","South Carolina","Illinois",351,2009,"SC","IL"
"5918","South Dakota","Illinois",681,2009,"SD","IL"
"5919","Illinois","Tennessee",500,2009,"IL","TN"
"5920","Texas","Illinois",11434,2009,"TX","IL"
"5921","Utah","Illinois",676,2009,"UT","IL"
"5922","Illinois","Vermont",57,2009,"IL","VT"
"5923","Virginia","Illinois",948,2009,"VA","IL"
"5924","Washington","Illinois",1240,2009,"WA","IL"
"5925","Illinois","West Virginia",132,2009,"IL","WV"
"5926","Wisconsin","Illinois",8727,2009,"WI","IL"
"5927","Illinois","Wyoming",70,2009,"IL","WY"
"5928","Iowa","Indiana",1267,2009,"IA","IN"
"5929","Kansas","Indiana",1949,2009,"KS","IN"
"5930","Kentucky","Indiana",2237,2009,"KY","IN"
"5931","Louisiana","Indiana",197,2009,"LA","IN"
"5932","Indiana","Maine",207,2009,"IN","ME"
"5933","Maryland","Indiana",498,2009,"MD","IN"
"5934","Massachusetts","Indiana",1353,2009,"MA","IN"
"5935","Indiana","Michigan",5833,2009,"IN","MI"
"5936","Minnesota","Indiana",338,2009,"MN","IN"
"5937","Mississippi","Indiana",215,2009,"MS","IN"
"5938","Missouri","Indiana",577,2009,"MO","IN"
"5939","Montana","Indiana",277,2009,"MT","IN"
"5940","Indiana","Nebraska",405,2009,"IN","NE"
"5941","Nevada","Indiana",658,2009,"NV","IN"
"5942","Indiana","New Hampshire",1238,2009,"IN","NH"
"5943","Indiana","New Jersey",263,2009,"IN","NJ"
"5944","New Mexico","Indiana",1077,2009,"NM","IN"
"5945","Indiana","New York",904,2009,"IN","NY"
"5946","North Carolina","Indiana",1743,2009,"NC","IN"
"5947","North Dakota","Indiana",181,2009,"ND","IN"
"5948","Indiana","Ohio",3568,2009,"IN","OH"
"5949","Oklahoma","Indiana",153,2009,"OK","IN"
"5950","Oregon","Indiana",229,2009,"OR","IN"
"5951","Indiana","Pennsylvania",622,2009,"IN","PA"
"5952","Indiana","Puerto Rico",196,2009,"IN","PR"
"5953","Indiana","Rhode Island",139,2009,"IN","RI"
"5954","South Carolina","Indiana",250,2009,"SC","IN"
"5955","Indiana","South Dakota",303,2009,"IN","SD"
"5956","Tennessee","Indiana",3265,2009,"TN","IN"
"5957","Texas","Indiana",2206,2009,"TX","IN"
"5958","Indiana","Utah",979,2009,"IN","UT"
"5959","Indiana","Vermont",627,2009,"IN","VT"
"5960","Virginia","Indiana",389,2009,"VA","IN"
"5961","Washington","Indiana",754,2009,"WA","IN"
"5962","West Virginia","Indiana",59,2009,"WV","IN"
"5963","Indiana","Wisconsin",446,2009,"IN","WI"
"5964","Indiana","Wyoming",406,2009,"IN","WY"
"5965","Iowa","Kansas",129,2009,"IA","KS"
"5966","Iowa","Kentucky",306,2009,"IA","KY"
"5967","Iowa","Louisiana",978,2009,"IA","LA"
"5968","Iowa","Maine",252,2009,"IA","ME"
"5969","Maryland","Iowa",70,2009,"MD","IA"
"5970","Iowa","Massachusetts",193,2009,"IA","MA"
"5971","Iowa","Michigan",487,2009,"IA","MI"
"5972","Minnesota","Iowa",258,2009,"MN","IA"
"5973","Iowa","Mississippi",525,2009,"IA","MS"
"5974","Missouri","Iowa",2896,2009,"MO","IA"
"5975","Iowa","Montana",278,2009,"IA","MT"
"5976","Iowa","Nebraska",300,2009,"IA","NE"
"5977","Iowa","Nevada",820,2009,"IA","NV"
"5978","Iowa","New Hampshire",0,2009,"IA","NH"
"5979","Iowa","New Jersey",127,2009,"IA","NJ"
"5980","New Mexico","Iowa",506,2009,"NM","IA"
"5981","Iowa","New York",106,2009,"IA","NY"
"5982","North Carolina","Iowa",702,2009,"NC","IA"
"5983","Iowa","North Dakota",995,2009,"IA","ND"
"5984","Iowa","Ohio",91,2009,"IA","OH"
"5985","Oklahoma","Iowa",1097,2009,"OK","IA"
"5986","Oregon","Iowa",326,2009,"OR","IA"
"5987","Iowa","Pennsylvania",293,2009,"IA","PA"
"5988","Iowa","Puerto Rico",385,2009,"IA","PR"
"5989","Iowa","Rhode Island",0,2009,"IA","RI"
"5990","Iowa","South Carolina",125,2009,"IA","SC"
"5991","Iowa","South Dakota",1023,2009,"IA","SD"
"5992","Tennessee","Iowa",587,2009,"TN","IA"
"5993","Iowa","Texas",557,2009,"IA","TX"
"5994","Utah","Iowa",460,2009,"UT","IA"
"5995","Vermont","Iowa",182,2009,"VT","IA"
"5996","Virginia","Iowa",464,2009,"VA","IA"
"5997","Iowa","Washington",243,2009,"IA","WA"
"5998","Iowa","West Virginia",0,2009,"IA","WV"
"5999","Iowa","Wisconsin",937,2009,"IA","WI"
"6000","Iowa","Wyoming",621,2009,"IA","WY"
"6001","Kentucky","Kansas",892,2009,"KY","KS"
"6002","Kansas","Louisiana",585,2009,"KS","LA"
"6003","Kansas","Maine",4,2009,"KS","ME"
"6004","Maryland","Kansas",622,2009,"MD","KS"
"6005","Kansas","Massachusetts",494,2009,"KS","MA"
"6006","Kansas","Michigan",1897,2009,"KS","MI"
"6007","Kansas","Minnesota",840,2009,"KS","MN"
"6008","Mississippi","Kansas",20,2009,"MS","KS"
"6009","Kansas","Missouri",5550,2009,"KS","MO"
"6010","Kansas","Montana",233,2009,"KS","MT"
"6011","Nebraska","Kansas",1881,2009,"NE","KS"
"6012","Kansas","Nevada",1635,2009,"KS","NV"
"6013","Kansas","New Hampshire",107,2009,"KS","NH"
"6014","Kansas","New Jersey",1641,2009,"KS","NJ"
"6015","Kansas","New Mexico",911,2009,"KS","NM"
"6016","Kansas","New York",229,2009,"KS","NY"
"6017","North Carolina","Kansas",1506,2009,"NC","KS"
"6018","Kansas","North Dakota",309,2009,"KS","ND"
"6019","Kansas","Ohio",500,2009,"KS","OH"
"6020","Kansas","Oklahoma",1279,2009,"KS","OK"
"6021","Oregon","Kansas",668,2009,"OR","KS"
"6022","Pennsylvania","Kansas",1177,2009,"PA","KS"
"6023","Kansas","Puerto Rico",90,2009,"KS","PR"
"6024","Kansas","Rhode Island",663,2009,"KS","RI"
"6025","Kansas","South Carolina",167,2009,"KS","SC"
"6026","Kansas","South Dakota",481,2009,"KS","SD"
"6027","Kansas","Tennessee",1284,2009,"KS","TN"
"6028","Texas","Kansas",2195,2009,"TX","KS"
"6029","Utah","Kansas",415,2009,"UT","KS"
"6030","Kansas","Vermont",0,2009,"KS","VT"
"6031","Virginia","Kansas",1067,2009,"VA","KS"
"6032","Washington","Kansas",155,2009,"WA","KS"
"6033","Kansas","West Virginia",0,2009,"KS","WV"
"6034","Wisconsin","Kansas",1258,2009,"WI","KS"
"6035","Wyoming","Kansas",18,2009,"WY","KS"
"6036","Louisiana","Kentucky",2,2009,"LA","KY"
"6037","Kentucky","Maine",147,2009,"KY","ME"
"6038","Maryland","Kentucky",325,2009,"MD","KY"
"6039","Kentucky","Massachusetts",873,2009,"KY","MA"
"6040","Kentucky","Michigan",2604,2009,"KY","MI"
"6041","Kentucky","Minnesota",214,2009,"KY","MN"
"6042","Kentucky","Mississippi",267,2009,"KY","MS"
"6043","Missouri","Kentucky",780,2009,"MO","KY"
"6044","Kentucky","Montana",68,2009,"KY","MT"
"6045","Nebraska","Kentucky",87,2009,"NE","KY"
"6046","Nevada","Kentucky",383,2009,"NV","KY"
"6047","Kentucky","New Hampshire",828,2009,"KY","NH"
