"","state_to","state_from","net_flow","year","st_to","st_from"
"19996","Arizona","Delaware",846,2021,"AZ","DE"
"19997","District of Columbia","Arizona",176,2021,"DC","AZ"
"19998","Arizona","Florida",141,2021,"AZ","FL"
"19999","Arizona","Georgia",280,2021,"AZ","GA"
"20000","Arizona","Hawaii",1732,2021,"AZ","HI"
"20001","Arizona","Idaho",3490,2021,"AZ","ID"
"20002","Arizona","Illinois",8892,2021,"AZ","IL"
"20003","Arizona","Indiana",4660,2021,"AZ","IN"
"20004","Arizona","Iowa",959,2021,"AZ","IA"
"20005","Kansas","Arizona",383,2021,"KS","AZ"
"20006","Arizona","Kentucky",63,2021,"AZ","KY"
"20007","Louisiana","Arizona",1000,2021,"LA","AZ"
"20008","Maine","Arizona",71,2021,"ME","AZ"
"20009","Maryland","Arizona",281,2021,"MD","AZ"
"20010","Arizona","Massachusetts",1015,2021,"AZ","MA"
"20011","Michigan","Arizona",609,2021,"MI","AZ"
"20012","Arizona","Minnesota",7739,2021,"AZ","MN"
"20013","Arizona","Mississippi",1214,2021,"AZ","MS"
"20014","Missouri","Arizona",1496,2021,"MO","AZ"
"20015","Arizona","Montana",2716,2021,"AZ","MT"
"20016","Arizona","Nebraska",1279,2021,"AZ","NE"
"20017","Nevada","Arizona",355,2021,"NV","AZ"
"20018","Arizona","New Hampshire",62,2021,"AZ","NH"
"20019","Arizona","New Jersey",2491,2021,"AZ","NJ"
"20020","Arizona","New Mexico",80,2021,"AZ","NM"
"20021","Arizona","New York",4202,2021,"AZ","NY"
"20022","North Carolina","Arizona",3073,2021,"NC","AZ"
"20023","Arizona","North Dakota",2402,2021,"AZ","ND"
"20024","Arizona","Ohio",1319,2021,"AZ","OH"
"20025","Oklahoma","Arizona",220,2021,"OK","AZ"
"20026","Arizona","Oregon",773,2021,"AZ","OR"
"20027","Arizona","Pennsylvania",2363,2021,"AZ","PA"
"20028","Rhode Island","Arizona",5,2021,"RI","AZ"
"20029","South Carolina","Arizona",2214,2021,"SC","AZ"
"20030","Arizona","South Dakota",1109,2021,"AZ","SD"
"20031","Tennessee","Arizona",1480,2021,"TN","AZ"
"20032","Texas","Arizona",4297,2021,"TX","AZ"
"20033","Arizona","Utah",216,2021,"AZ","UT"
"20034","Vermont","Arizona",101,2021,"VT","AZ"
"20035","Virginia","Arizona",3863,2021,"VA","AZ"
"20036","Arizona","Washington",11516,2021,"AZ","WA"
"20037","West Virginia","Arizona",1098,2021,"WV","AZ"
"20038","Arizona","Wisconsin",1929,2021,"AZ","WI"
"20039","Arizona","Wyoming",1223,2021,"AZ","WY"
"20040","Arizona","Puerto Rico",857,2021,"AZ","PR"
"20041","Arkansas","California",3024,2021,"AR","CA"
"20042","Arkansas","Colorado",4182,2021,"AR","CO"
"20043","Connecticut","Arkansas",7,2021,"CT","AR"
"20044","Arkansas","Delaware",68,2021,"AR","DE"
"20045","Arkansas","District of Columbia",144,2021,"AR","DC"
"20046","Florida","Arkansas",3149,2021,"FL","AR"
"20047","Georgia","Arkansas",528,2021,"GA","AR"
"20048","Arkansas","Hawaii",250,2021,"AR","HI"
"20049","Arkansas","Idaho",0,2021,"AR","ID"
"20050","Arkansas","Illinois",1724,2021,"AR","IL"
"20051","Arkansas","Indiana",1622,2021,"AR","IN"
"20052","Arkansas","Iowa",675,2021,"AR","IA"
"20053","Arkansas","Kansas",942,2021,"AR","KS"
"20054","Arkansas","Kentucky",355,2021,"AR","KY"
"20055","Louisiana","Arkansas",756,2021,"LA","AR"
"20056","Arkansas","Maine",54,2021,"AR","ME"
"20057","Maryland","Arkansas",73,2021,"MD","AR"
"20058","Arkansas","Massachusetts",490,2021,"AR","MA"
"20059","Arkansas","Michigan",3093,2021,"AR","MI"
"20060","Arkansas","Minnesota",939,2021,"AR","MN"
"20061","Mississippi","Arkansas",1158,2021,"MS","AR"
"20062","Missouri","Arkansas",752,2021,"MO","AR"
"20063","Montana","Arkansas",185,2021,"MT","AR"
"20064","Arkansas","Nebraska",36,2021,"AR","NE"
"20065","Arkansas","Nevada",274,2021,"AR","NV"
"20066","Arkansas","New Hampshire",609,2021,"AR","NH"
"20067","Arkansas","New Jersey",0,2021,"AR","NJ"
"20068","Arkansas","New Mexico",44,2021,"AR","NM"
"20069","New York","Arkansas",583,2021,"NY","AR"
"20070","North Carolina","Arkansas",2339,2021,"NC","AR"
"20071","Arkansas","North Dakota",0,2021,"AR","ND"
"20072","Arkansas","Ohio",112,2021,"AR","OH"
"20073","Oklahoma","Arkansas",2562,2021,"OK","AR"
"20074","Oregon","Arkansas",184,2021,"OR","AR"
"20075","Arkansas","Pennsylvania",451,2021,"AR","PA"
"20076","Arkansas","Rhode Island",185,2021,"AR","RI"
"20077","Arkansas","South Carolina",253,2021,"AR","SC"
"20078","Arkansas","South Dakota",134,2021,"AR","SD"
"20079","Arkansas","Tennessee",954,2021,"AR","TN"
"20080","Arkansas","Texas",2761,2021,"AR","TX"
"20081","Utah","Arkansas",125,2021,"UT","AR"
"20082","Arkansas","Vermont",0,2021,"AR","VT"
"20083","Arkansas","Virginia",288,2021,"AR","VA"
"20084","Arkansas","Washington",1094,2021,"AR","WA"
"20085","Arkansas","West Virginia",75,2021,"AR","WV"
"20086","Arkansas","Wisconsin",121,2021,"AR","WI"
"20087","Arkansas","Wyoming",632,2021,"AR","WY"
"20088","Arkansas","Puerto Rico",0,2021,"AR","PR"
"20089","Colorado","California",13295,2021,"CO","CA"
"20090","Connecticut","California",1456,2021,"CT","CA"
"20091","California","Delaware",896,2021,"CA","DE"
"20092","California","District of Columbia",64,2021,"CA","DC"
"20093","Florida","California",12772,2021,"FL","CA"
"20094","Georgia","California",19797,2021,"GA","CA"
"20095","Hawaii","California",8572,2021,"HI","CA"
"20096","Idaho","California",24394,2021,"ID","CA"
"20097","California","Illinois",2058,2021,"CA","IL"
"20098","Indiana","California",1816,2021,"IN","CA"
"20099","Iowa","California",2123,2021,"IA","CA"
"20100","Kansas","California",2197,2021,"KS","CA"
"20101","Kentucky","California",589,2021,"KY","CA"
"20102","Louisiana","California",256,2021,"LA","CA"
"20103","Maine","California",3101,2021,"ME","CA"
"20104","Maryland","California",2546,2021,"MD","CA"
"20105","California","Massachusetts",234,2021,"CA","MA"
"20106","Michigan","California",2525,2021,"MI","CA"
"20107","California","Minnesota",851,2021,"CA","MN"
"20108","Mississippi","California",438,2021,"MS","CA"
"20109","Missouri","California",8526,2021,"MO","CA"
"20110","Montana","California",3985,2021,"MT","CA"
"20111","Nebraska","California",2202,2021,"NE","CA"
"20112","Nevada","California",47611,2021,"NV","CA"
"20113","New Hampshire","California",1950,2021,"NH","CA"
"20114","California","New Jersey",434,2021,"CA","NJ"
"20115","New Mexico","California",6631,2021,"NM","CA"
"20116","California","New York",1388,2021,"CA","NY"
"20117","North Carolina","California",12662,2021,"NC","CA"
"20118","North Dakota","California",382,2021,"ND","CA"
"20119","Ohio","California",3320,2021,"OH","CA"
"20120","Oklahoma","California",8108,2021,"OK","CA"
"20121","Oregon","California",31404,2021,"OR","CA"
"20122","Pennsylvania","California",2711,2021,"PA","CA"
"20123","Rhode Island","California",1411,2021,"RI","CA"
"20124","South Carolina","California",7736,2021,"SC","CA"
"20125","California","South Dakota",422,2021,"CA","SD"
"20126","Tennessee","California",19496,2021,"TN","CA"
"20127","Texas","California",73969,2021,"TX","CA"
"20128","Utah","California",17108,2021,"UT","CA"
"20129","Vermont","California",265,2021,"VT","CA"
"20130","Virginia","California",4171,2021,"VA","CA"
"20131","Washington","California",17120,2021,"WA","CA"
"20132","California","West Virginia",339,2021,"CA","WV"
"20133","Wisconsin","California",12,2021,"WI","CA"
"20134","Wyoming","California",1267,2021,"WY","CA"
"20135","California","Puerto Rico",663,2021,"CA","PR"
"20136","Colorado","Connecticut",592,2021,"CO","CT"
"20137","Colorado","Delaware",404,2021,"CO","DE"
"20138","Colorado","District of Columbia",2145,2021,"CO","DC"
"20139","Colorado","Florida",193,2021,"CO","FL"
"20140","Colorado","Georgia",1160,2021,"CO","GA"
"20141","Colorado","Hawaii",135,2021,"CO","HI"
"20142","Idaho","Colorado",5083,2021,"ID","CO"
"20143","Colorado","Illinois",4181,2021,"CO","IL"
"20144","Colorado","Indiana",70,2021,"CO","IN"
"20145","Iowa","Colorado",3192,2021,"IA","CO"
"20146","Kansas","Colorado",4087,2021,"KS","CO"
"20147","Kentucky","Colorado",1283,2021,"KY","CO"
"20148","Colorado","Louisiana",2244,2021,"CO","LA"
"20149","Maine","Colorado",919,2021,"ME","CO"
"20150","Maryland","Colorado",515,2021,"MD","CO"
"20151","Colorado","Massachusetts",3790,2021,"CO","MA"
"20152","Michigan","Colorado",943,2021,"MI","CO"
"20153","Minnesota","Colorado",579,2021,"MN","CO"
"20154","Colorado","Mississippi",48,2021,"CO","MS"
"20155","Colorado","Missouri",784,2021,"CO","MO"
"20156","Montana","Colorado",3648,2021,"MT","CO"
"20157","Nebraska","Colorado",590,2021,"NE","CO"
"20158","Nevada","Colorado",1435,2021,"NV","CO"
"20159","New Hampshire","Colorado",188,2021,"NH","CO"
"20160","New Jersey","Colorado",1817,2021,"NJ","CO"
"20161","New Mexico","Colorado",2840,2021,"NM","CO"
"20162","Colorado","New York",6499,2021,"CO","NY"
"20163","Colorado","North Carolina",891,2021,"CO","NC"
"20164","North Dakota","Colorado",382,2021,"ND","CO"
"20165","Colorado","Ohio",2788,2021,"CO","OH"
"20166","Oklahoma","Colorado",1565,2021,"OK","CO"
"20167","Colorado","Oregon",1792,2021,"CO","OR"
"20168","Pennsylvania","Colorado",1023,2021,"PA","CO"
"20169","Rhode Island","Colorado",594,2021,"RI","CO"
"20170","South Carolina","Colorado",2025,2021,"SC","CO"
"20171","South Dakota","Colorado",468,2021,"SD","CO"
"20172","Tennessee","Colorado",2148,2021,"TN","CO"
"20173","Texas","Colorado",508,2021,"TX","CO"
"20174","Colorado","Utah",2055,2021,"CO","UT"
"20175","Vermont","Colorado",587,2021,"VT","CO"
"20176","Colorado","Virginia",1430,2021,"CO","VA"
"20177","Washington","Colorado",844,2021,"WA","CO"
"20178","Colorado","West Virginia",56,2021,"CO","WV"
"20179","Wisconsin","Colorado",1381,2021,"WI","CO"
"20180","Wyoming","Colorado",2609,2021,"WY","CO"
"20181","Colorado","Puerto Rico",491,2021,"CO","PR"
"20182","Delaware","Connecticut",298,2021,"DE","CT"
"20183","District of Columbia","Connecticut",709,2021,"DC","CT"
"20184","Florida","Connecticut",9267,2021,"FL","CT"
"20185","Connecticut","Georgia",742,2021,"CT","GA"
"20186","Hawaii","Connecticut",397,2021,"HI","CT"
"20187","Connecticut","Idaho",48,2021,"CT","ID"
"20188","Illinois","Connecticut",989,2021,"IL","CT"
"20189","Connecticut","Indiana",167,2021,"CT","IN"
"20190","Connecticut","Iowa",476,2021,"CT","IA"
"20191","Kansas","Connecticut",125,2021,"KS","CT"
"20192","Kentucky","Connecticut",229,2021,"KY","CT"
"20193","Louisiana","Connecticut",282,2021,"LA","CT"
"20194","Maine","Connecticut",2605,2021,"ME","CT"
"20195","Maryland","Connecticut",580,2021,"MD","CT"
"20196","Connecticut","Massachusetts",1761,2021,"CT","MA"
"20197","Michigan","Connecticut",578,2021,"MI","CT"
"20198","Connecticut","Minnesota",1097,2021,"CT","MN"
"20199","Connecticut","Mississippi",0,2021,"CT","MS"
"20200","Connecticut","Missouri",167,2021,"CT","MO"
"20201","Montana","Connecticut",609,2021,"MT","CT"
"20202","Connecticut","Nebraska",66,2021,"CT","NE"
"20203","Connecticut","Nevada",105,2021,"CT","NV"
"20204","Connecticut","New Hampshire",221,2021,"CT","NH"
"20205","Connecticut","New Jersey",4291,2021,"CT","NJ"
"20206","Connecticut","New Mexico",106,2021,"CT","NM"
"20207","Connecticut","New York",28252,2021,"CT","NY"
"20208","North Carolina","Connecticut",2375,2021,"NC","CT"
"20209","North Dakota","Connecticut",47,2021,"ND","CT"
"20210","Connecticut","Ohio",15,2021,"CT","OH"
"20211","Connecticut","Oklahoma",28,2021,"CT","OK"
"20212","Oregon","Connecticut",153,2021,"OR","CT"
"20213","Pennsylvania","Connecticut",854,2021,"PA","CT"
"20214","Connecticut","Rhode Island",668,2021,"CT","RI"
"20215","South Carolina","Connecticut",1065,2021,"SC","CT"
"20216","Connecticut","South Dakota",216,2021,"CT","SD"
"20217","Tennessee","Connecticut",906,2021,"TN","CT"
"20218","Texas","Connecticut",433,2021,"TX","CT"
"20219","Connecticut","Utah",280,2021,"CT","UT"
"20220","Vermont","Connecticut",828,2021,"VT","CT"
"20221","Virginia","Connecticut",1860,2021,"VA","CT"
"20222","Washington","Connecticut",871,2021,"WA","CT"
"20223","West Virginia","Connecticut",549,2021,"WV","CT"
"20224","Wisconsin","Connecticut",346,2021,"WI","CT"
"20225","Wyoming","Connecticut",6,2021,"WY","CT"
"20226","Connecticut","Puerto Rico",1113,2021,"CT","PR"
"20227","District of Columbia","Delaware",2956,2021,"DC","DE"
"20228","Florida","Delaware",3082,2021,"FL","DE"
"20229","Georgia","Delaware",649,2021,"GA","DE"
"20230","Delaware","Hawaii",70,2021,"DE","HI"
"20231","Delaware","Idaho",0,2021,"DE","ID"
"20232","Delaware","Illinois",146,2021,"DE","IL"
"20233","Delaware","Indiana",135,2021,"DE","IN"
"20234","Delaware","Iowa",0,2021,"DE","IA"
"20235","Delaware","Kansas",0,2021,"DE","KS"
"20236","Delaware","Kentucky",76,2021,"DE","KY"
"20237","Delaware","Louisiana",15,2021,"DE","LA"
"20238","Maine","Delaware",35,2021,"ME","DE"
"20239","Delaware","Maryland",1445,2021,"DE","MD"
"20240","Delaware","Massachusetts",827,2021,"DE","MA"
"20241","Michigan","Delaware",550,2021,"MI","DE"
"20242","Delaware","Minnesota",49,2021,"DE","MN"
"20243","Delaware","Mississippi",6,2021,"DE","MS"
"20244","Delaware","Missouri",424,2021,"DE","MO"
"20245","Delaware","Montana",0,2021,"DE","MT"
"20246","Nebraska","Delaware",307,2021,"NE","DE"
"20247","Nevada","Delaware",624,2021,"NV","DE"
"20248","New Hampshire","Delaware",9,2021,"NH","DE"
"20249","Delaware","New Jersey",1964,2021,"DE","NJ"
"20250","Delaware","New Mexico",86,2021,"DE","NM"
"20251","Delaware","New York",4437,2021,"DE","NY"
"20252","North Carolina","Delaware",421,2021,"NC","DE"
"20253","Delaware","North Dakota",0,2021,"DE","ND"
"20254","Ohio","Delaware",90,2021,"OH","DE"
"20255","Oklahoma","Delaware",64,2021,"OK","DE"
"20256","Oregon","Delaware",94,2021,"OR","DE"
"20257","Delaware","Pennsylvania",5650,2021,"DE","PA"
"20258","Delaware","Rhode Island",1,2021,"DE","RI"
"20259","Delaware","South Carolina",501,2021,"DE","SC"
"20260","Delaware","South Dakota",0,2021,"DE","SD"
"20261","Tennessee","Delaware",151,2021,"TN","DE"
"20262","Delaware","Texas",544,2021,"DE","TX"
"20263","Utah","Delaware",498,2021,"UT","DE"
"20264","Vermont","Delaware",41,2021,"VT","DE"
"20265","Delaware","Virginia",1318,2021,"DE","VA"
"20266","Delaware","Washington",258,2021,"DE","WA"
"20267","West Virginia","Delaware",42,2021,"WV","DE"
"20268","Delaware","Wisconsin",39,2021,"DE","WI"
"20269","Delaware","Wyoming",0,2021,"DE","WY"
"20270","Delaware","Puerto Rico",99,2021,"DE","PR"
"20271","District of Columbia","Florida",664,2021,"DC","FL"
"20272","District of Columbia","Georgia",742,2021,"DC","GA"
"20273","Hawaii","District of Columbia",433,2021,"HI","DC"
"20274","District of Columbia","Idaho",93,2021,"DC","ID"
"20275","District of Columbia","Illinois",454,2021,"DC","IL"
"20276","Indiana","District of Columbia",12,2021,"IN","DC"
"20277","District of Columbia","Iowa",145,2021,"DC","IA"
"20278","District of Columbia","Kansas",503,2021,"DC","KS"
"20279","Kentucky","District of Columbia",189,2021,"KY","DC"
"20280","Louisiana","District of Columbia",1,2021,"LA","DC"
"20281","District of Columbia","Maine",925,2021,"DC","ME"
"20282","Maryland","District of Columbia",13196,2021,"MD","DC"
"20283","District of Columbia","Massachusetts",1061,2021,"DC","MA"
"20284","District of Columbia","Michigan",14,2021,"DC","MI"
"20285","District of Columbia","Minnesota",515,2021,"DC","MN"
"20286","District of Columbia","Mississippi",29,2021,"DC","MS"
"20287","Missouri","District of Columbia",466,2021,"MO","DC"
"20288","District of Columbia","Montana",65,2021,"DC","MT"
"20289","District of Columbia","Nebraska",0,2021,"DC","NE"
"20290","District of Columbia","Nevada",382,2021,"DC","NV"
"20291","New Hampshire","District of Columbia",91,2021,"NH","DC"
"20292","District of Columbia","New Jersey",1783,2021,"DC","NJ"
"20293","New Mexico","District of Columbia",344,2021,"NM","DC"
"20294","District of Columbia","New York",648,2021,"DC","NY"
"20295","District of Columbia","North Carolina",677,2021,"DC","NC"
"20296","District of Columbia","North Dakota",0,2021,"DC","ND"
"20297","District of Columbia","Ohio",1247,2021,"DC","OH"
"20298","Oklahoma","District of Columbia",296,2021,"OK","DC"
"20299","District of Columbia","Oregon",75,2021,"DC","OR"
"20300","District of Columbia","Pennsylvania",412,2021,"DC","PA"
"20301","District of Columbia","Rhode Island",290,2021,"DC","RI"
"20302","South Carolina","District of Columbia",602,2021,"SC","DC"
"20303","District of Columbia","South Dakota",0,2021,"DC","SD"
"20304","District of Columbia","Tennessee",382,2021,"DC","TN"
"20305","District of Columbia","Texas",300,2021,"DC","TX"
"20306","Utah","District of Columbia",151,2021,"UT","DC"
"20307","Vermont","District of Columbia",195,2021,"VT","DC"
"20308","Virginia","District of Columbia",4208,2021,"VA","DC"
"20309","District of Columbia","Washington",1614,2021,"DC","WA"
"20310","District of Columbia","West Virginia",568,2021,"DC","WV"
"20311","District of Columbia","Wisconsin",27,2021,"DC","WI"
"20312","Wyoming","District of Columbia",58,2021,"WY","DC"
"20313","District of Columbia","Puerto Rico",465,2021,"DC","PR"
"20314","Georgia","Florida",4440,2021,"GA","FL"
"20315","Florida","Hawaii",1652,2021,"FL","HI"
"20316","Idaho","Florida",13,2021,"ID","FL"
"20317","Florida","Illinois",23414,2021,"FL","IL"
"20318","Florida","Indiana",7644,2021,"FL","IN"
"20319","Iowa","Florida",813,2021,"IA","FL"
"20320","Florida","Kansas",173,2021,"FL","KS"
"20321","Kentucky","Florida",7,2021,"KY","FL"
"20322","Louisiana","Florida",90,2021,"LA","FL"
"20323","Maine","Florida",2839,2021,"ME","FL"
"20324","Florida","Maryland",8239,2021,"FL","MD"
"20325","Florida","Massachusetts",9692,2021,"FL","MA"
"20326","Florida","Michigan",11304,2021,"FL","MI"
"20327","Florida","Minnesota",7444,2021,"FL","MN"
"20328","Florida","Mississippi",2010,2021,"FL","MS"
"20329","Florida","Missouri",5388,2021,"FL","MO"
"20330","Montana","Florida",525,2021,"MT","FL"
"20331","Florida","Nebraska",203,2021,"FL","NE"
"20332","Florida","Nevada",2960,2021,"FL","NV"
"20333","Florida","New Hampshire",321,2021,"FL","NH"
"20334","Florida","New Jersey",28487,2021,"FL","NJ"
"20335","New Mexico","Florida",1798,2021,"NM","FL"
"20336","Florida","New York",67314,2021,"FL","NY"
"20337","North Carolina","Florida",15864,2021,"NC","FL"
"20338","Florida","North Dakota",2338,2021,"FL","ND"
"20339","Florida","Ohio",7658,2021,"FL","OH"
"20340","Oklahoma","Florida",716,2021,"OK","FL"
"20341","Florida","Oregon",3254,2021,"FL","OR"
"20342","Florida","Pennsylvania",14797,2021,"FL","PA"
"20343","Florida","Rhode Island",608,2021,"FL","RI"
"20344","South Carolina","Florida",6512,2021,"SC","FL"
"20345","Florida","South Dakota",623,2021,"FL","SD"
"20346","Tennessee","Florida",2037,2021,"TN","FL"
"20347","Texas","Florida",2780,2021,"TX","FL"
"20348","Florida","Utah",4191,2021,"FL","UT"
"20349","Florida","Vermont",327,2021,"FL","VT"
"20350","Florida","Virginia",8550,2021,"FL","VA"
"20351","Washington","Florida",26,2021,"WA","FL"
"20352","West Virginia","Florida",670,2021,"WV","FL"
"20353","Florida","Wisconsin",4786,2021,"FL","WI"
"20354","Florida","Wyoming",217,2021,"FL","WY"
"20355","Florida","Puerto Rico",5580,2021,"FL","PR"
"20356","Hawaii","Georgia",1514,2021,"HI","GA"
"20357","Idaho","Georgia",213,2021,"ID","GA"
"20358","Georgia","Illinois",681,2021,"GA","IL"
"20359","Georgia","Indiana",1115,2021,"GA","IN"
"20360","Georgia","Iowa",313,2021,"GA","IA"
"20361","Kansas","Georgia",2579,2021,"KS","GA"
"20362","Georgia","Kentucky",3599,2021,"GA","KY"
"20363","Georgia","Louisiana",5450,2021,"GA","LA"
"20364","Maine","Georgia",459,2021,"ME","GA"
"20365","Maryland","Georgia",3802,2021,"MD","GA"
"20366","Georgia","Massachusetts",1526,2021,"GA","MA"
"20367","Michigan","Georgia",417,2021,"MI","GA"
"20368","Georgia","Minnesota",1110,2021,"GA","MN"
"20369","Georgia","Mississippi",2014,2021,"GA","MS"
"20370","Georgia","Missouri",511,2021,"GA","MO"
"20371","Montana","Georgia",153,2021,"MT","GA"
"20372","Nebraska","Georgia",110,2021,"NE","GA"
"20373","Georgia","Nevada",1861,2021,"GA","NV"
"20374","Georgia","New Hampshire",1490,2021,"GA","NH"
"20375","Georgia","New Jersey",9321,2021,"GA","NJ"
"20376","Georgia","New Mexico",549,2021,"GA","NM"
"20377","Georgia","New York",6696,2021,"GA","NY"
"20378","North Carolina","Georgia",2959,2021,"NC","GA"
"20379","Georgia","North Dakota",85,2021,"GA","ND"
"20380","Georgia","Ohio",3814,2021,"GA","OH"
"20381","Georgia","Oklahoma",379,2021,"GA","OK"
"20382","Georgia","Oregon",2060,2021,"GA","OR"
"20383","Georgia","Pennsylvania",2293,2021,"GA","PA"
